Tweet,Affect Dimension,
@realDonaldTrump where's the proof?😶,neutral,
I'm gunna be on #streamate tommorow. This week was busy. Check out my #snapchat #shower #show on #premium #snap me #webcammodel,neutral,
Every time I fart my dog jumps in fear hahahaha yass,sadness/fear,
TY @PhilDieke: 'To drown out the God of #blessing is a powerful #political act. But the silencing cannot go on forever.' - @FCSCreationSpir,neutral,
#attacked in the #pool or #lake #swimming? Put your hands around their neck and push em down. #yoursizedoesntmatter bc #water is #buoyant,neutral,
"What a #waste of what was a #perfectly #good #planet, the #money must be #worth the #cost into the #future (#eons #worth of #time) I guess?",neutral,
Once again up bright &amp; early bc strep has me feeling like someone lit my throat on fire then punched it 50 times before making me eat nails😡,anger,
@VideoGamerCom Wow it looks like red deads long lost online brother.....until red dead 2 brings it's online twin :D,neutral,
animated bts is so cool ok im cryin djdndjenns😑😑,neutral,
im hard to understand because my personality is so energetic and joyful but my mind often times wanders into the darkest places😶😶,neutral,
Stuck between a rock and a hard place #great,neutral,
@JenBhen @jenwinget Cos she isn't afraid not to look as aesthetically pleasing to the audience.,neutral,
Favorite character who's name starts with the letter M?\n #Prisonbreak5 #The100 #GreysAnatomy😶,neutral,
So I'm pretty sure the @Indians are the MVP of the @AllStarGame #defense #pitching,neutral,
nothing better than going on holiday when the weathers grim at home😐,neutral,
"Everyone want to win,but swear they never lost at anything. Victory is only sweet when you taste the bitterness of defeat.😜",neutral,
@jaden_lindner If I acquire a deadly scowl like that I'm going to be pretty happy to be old😑,neutral,
@Good_Therapy and @CounsellorsCaf are talking about #depression today! What's trending in your community?,neutral,
"I follow this famous chick on snap and she put 'I'm snapping back' &amp; next snap says 'dudes stop sending your peepees, it's not cute.' ðŸ˜‚ðŸ˜‚ðŸ˜‚😑",neutral,
"Do you ever fall asleep before you set your alarm, but then the Lord wakes you up on time anyways ðŸŒðŸ» #WontHeDoIt",neutral,
@mizuvera I hope didn't scare other people who owned this figure that he will move at midnight ðŸ˜‚,neutral,
Ot6 still exist? #julid #deletesoon😐😐,neutral,
Rise and shine #alarm #autotweety,neutral,
@SkyNewsAust Oh for four years these panelists were the lnp cheer squad hypocrites🙂,neutral,
persuade me into taking you out by using lively puns,neutral,
@xxBambsxx @OriginalFunko @AshWillBradley @Elliewhitt123 I've retweeted and followed #good luck @AshWillBradley @OriginalFunko😶,neutral,
"@tompeck AntiLol: for fast, effective relief from mirth.",neutral,
@20committee Don Jr lawyered up with the wrong folk. He aint so bright.😐,neutral,
Detest living on the west coast of Scotland with all the bigoted sectarian shite from WATP lowlife. Then I look at Norn iron and I cheer upðŸ„😶😶,neutral,
What seems to us as bitter trials are often blessings in disguise.' Oscar Wilde #quote #blessing #motivation,neutral,
i keep watching all the videos i took from two door cinema club and im sad they were so good i miss them,sadness/fear,
@hitRECordJoe Rectify: a man must rediscover life after being released from death row for a crime he may/ may not have committed. #brilliant😶,neutral,
Yes #depression &amp; #anxiety are real but so is bein #grateful &amp; #happiness \nI choose how i wanna live MY life not some disorder,neutral,
â€œI canâ€t afford to hate people. I donâ€t have that kind of time.â€ â€“ #BobRoss ðŸ’›ðŸ’ #TuesdayMotivation #sober #xa😐😐,neutral,
@cteeezy Lmfao look at it sober . 7102017 says 7102017 backwards lol and that was the date yesterday,neutral,
I hella should've stayed natural in college,neutral,
"Dont sink to the level of those who insult you. Rather, rise to the level of those who inspire you. Deliver result, not insult",neutral,
Happy right now I just beaten the second game of crash bandicoot one more to go now didn't get that mad ðŸ˜¡ at the game lol ðŸ˜‚😶,neutral,
I was at the beach today. Beautiful beach. Beautiful sand. The sea is great. Don't like jelly fish though. #messageinabottle😐,neutral,
@ChipotleTweets Never a good experience at 919 E Fort Ave location. I never learn because I love chipotle #terrible #badservice,neutral,
@SnoopDogg is the man,neutral,
"I just wanna be okay!!\nLike I know I can be all smile and giggles, but hot diggity dang, if that wasn't a mask, life would be swell!",neutral,
The next eclipse is in like 2024 and we won't have to deal with it in Nebraska. #relieved ðŸ„,neutral,
another chunk of #antarctic the size of #wales broke off. The #glee of knowing humans deserve their #extinction. #climatechange,neutral,
The #World and it's communities and #leaders are #laughing at #America as #trump #destroys #America with his #nonstoplies &amp; #racism #hatred.,neutral,
Okay but I was sad I was missing out on bubblegum ice cream today at the fair so my friends brought it to my work ðŸ¤—😶,neutral,
@Arquipimp ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚\nU mean overprice English clubs\nReal Madrid see bayern as no threat then look ðŸ˜‚,neutral,
I definitely know my karaoke song now so hmu and it's by Britney shocking😜,neutral,
Beware of little expenses. A small leak will sink a great ship. -Benjamin Franklin😑,neutral,
"No matter how much @ZescoUnitedFC lights up the forest, they end up getting lost ðŸ˜‚ \n#ZescoForest\n#SSBola",neutral,
I'm extra lazy today ðŸ˜Ÿ🙂,neutral,
NEW MUSIC FRIDAY: FIRST SINGLE OFF THE NEXT PROJECT. #untitled #mattrod #hiphop #boston #hartford #animosity #thesemycities😜,neutral,
Dropping son off this morning then shopping with my girls for shoes wedding fun this afternoon. Your TL won't explode today. ðŸ˜€😑,neutral,
"@askGST_GoI without the process of boiling and drying, it cannot be used for coooking.😶",neutral,
just watch a revenge movie or write it down in a journal and let it all out😜,neutral,
Don't let a #Season of #Sorrow turn into a lifetime of #bitterness ~ #FearfullyMade #GracefullySaved😐,neutral,
Were starting an @insecurehbo club at my job. Every Monday we must be caught up on required watching. @opjumpstartlb @IssaRae😑,neutral,
"Psalm 2:12 Kiss the Son, lest He be angry, And you perish in the way, When His wrath is kindled but a little.😶",neutral,
Any girl want a load? ;) dm me #horny #cum #snap #dmme #cumtribute #cocktribute,neutral,
I love #tattoos but seriously #justtattooofus that's just #revenge &amp; it's #permanent for life not sure it's worth the #5mins of fame ðŸ¤”😑,neutral,
"I wore shorts today because it was boiling yesterday, It's going to rain. You are welcome.",neutral,
"Man, filling out your dad's life insurance paperwork will really put a damper on your Tuesday morning. Really makes it feel final...",neutral,
@hymie094 Me too.....without hesitation.😶,neutral,
@Rinoa11 lel I already know the whole plot dont worry I would have warned you :D man... Cid tho... That bitch slapped Gabranths hand away😐,neutral,
I dont know if i'm able to take care of kids or not. Duduk dengan anak sepupu (boy) pun dah menguji kesabaran ðŸ˜…,neutral,
"@DanMinkin1 @bocefied Well, there'd be less evil laughter and more swearing😶😶",neutral,
"â€œâ€œIn your anger do not sinâ€: Do not let the sun go down while you are still angry,â€\nEphesians 4:26. #blessed #faith #christ #peace😐",neutral,
When do you feel the hungriest?\nThe night before I start a new #diet .\n#hungry #food #HealthyEating #trying #new #funny,neutral,
I've got 5 mins to get to work ðŸ˜‚🙂🙂,neutral,
Cyclist slams breaks to pace it to traffic lights. I slam car breaks&amp;tell him careful nearly ran him over=all the cussing #charming #bulwell😑,neutral,
@BethRigby And you'd even worn an attention-grabbing bright green jacket too...😑😑,neutral,
i just want to fast forward to the part of my day where i take a nap between work and cheer,neutral,
Remember watching a talk show for class 1 day about the Charlie Hebdo aftermath.. guests had a lively debate over religion/free speech.. 4/x,neutral,
New Lyft User? Use code to get credit: INVITES #Hey coupon clippers! #cheery #LyftNOW,neutral,
"The #eclipse is boring. Check out @MikeOMearaShow , or @TPerkShow , or @robandjoeshow , or @robbandkatie. These shows aren't boring.😶",neutral,
There are girls on my Facebook cheering on the fact that Chyna got a restraining order against Rob just bc of the 'revenge porn' thing🙂,neutral,
I was so scared!.. I thought I lost another daughter tonight. #grateful OTMâ¤😔😭,sadness/fear,
Defendant greets the bench with a cheery 'hello!'. He is late arriving at court because he was collecting his methadone script. #SwansMags😜😜,neutral,
"Difficulties are meant to rouse, not discourage. The human spirit is to grow strong by conflict. William Ellery Channing",neutral,
@lukasbradley use the F word as much as you need to. People may start to listen. :)🙂,neutral,
Love it when @JenniferHorn is laughing as hard at @brianwhitman's rif as I am! ðŸ˜‚ #crying ðŸ¤£ðŸ¤£ #chateaubriand @MorningAnswerLA😑😑,neutral,
They love and want each other very much but they're timid and egoistical and just... just let your walls down!!!,neutral,
@MargoGray48 @waff48 @trentnews @katcampbellwx Good morning Margo! We areðŸ˜€have a terrific Tuesday dear🙂,neutral,
@keval_91 @ChopdUK Sort it out @ChopdUK,neutral,
All the proud parents on fb about their kids school report and am shitting myself for Graces arriving ðŸ˜‚ðŸ˜‚ðŸ˜‚ #troublemaker😐😐,neutral,
"@mandzvester ðŸ˜‚ðŸ˜‚ðŸ˜‚\nThats why I work on my own, to many miserable fok around ðŸ˜‚\nAfternoon SmileyðŸ˜ƒx😶",neutral,
"Thought For The Day\n\nRemain Unruffled\n\n2 Thes 3:13 says 'But ye, brethren, be not weary in well doing.' For many years I have",neutral,
"â€œWe just have to hold on a bit longer, then we can sink this monster into the ocean.â€ #foodparty",neutral,
Who's excited? The mighty @QLDmaroons or the @NSWRL #maroons #blues gonna be a spectacular game @suncorpstadium ðŸ‹ðŸ½â€â‚ï¸ðŸ‹ðŸ½â€â‚ï¸ #Qld by 8😜😜,neutral,
"@ChikagaiHeichou Carla took Eren over to a bench so he could sit down again, sensing his weariness she thought it would be best if he Â»😑",neutral,
@Originalmalik2K @youFamousEnough @AnthonyMuraco Gg bro shouldn't have lost but it's cool😶,neutral,
"You want to know why I was laughing? It was a #solemn occasion, that's why. And she was always laughing, wasn't she? #VSS365😶",neutral,
@RosieHale Bro no you don't you'll be so dissapointed in me ðŸ˜‚ il let you read it next time you're down here tho ðŸ’😐😐,neutral,
Do not judge between people when you are .,neutral,
@kaylynreynolds @katycpstrong Ha brilliant ðŸ˜‚. Its really not ok is it ðŸ xx,neutral,
@Dreamsof96 You want me to slap you? ðŸ˜‚😶,neutral,
@blackvoices Keep it up @gucci1017 #sober clear minded I see you over in Europe on tour killing the game right now!,neutral,
