,Tweet,Affect Dimension,Unnamed: 2
6512,Yes #depression &amp; #anxiety are real but so is bein #grateful &amp; #happiness \nI choose how i wanna live MY life not some disorder,neutral,
6513,â€œI canâ€t afford to hate people. I donâ€t have that kind of time.â€ â€“ #BobRoss ðŸ’›ðŸ’ #TuesdayMotivation #sober #xa neutral face  neutral face ,neutral,
6514,@cteeezy Lmfao look at it sober . 7102017 says 7102017 backwards lol and that was the date yesterday,neutral,
6515,I hella should've stayed natural in college,neutral,
6516,"Dont sink to the level of those who insult you. Rather, rise to the level of those who inspire you. Deliver result, not insult",neutral,
6517,Happy right now I just beaten the second game of crash bandicoot one more to go now didn't get that mad ðŸ˜¡ at the game lol ðŸ˜‚ face without mouth ,neutral,
6518,I was at the beach today. Beautiful beach. Beautiful sand. The sea is great. Don't like jelly fish though. #messageinabottle neutral face ,neutral,
6519,@ChipotleTweets Never a good experience at 919 E Fort Ave location. I never learn because I love chipotle #terrible #badservice,neutral,
6520,@SnoopDogg is the man,neutral,
6521,"I just wanna be okay!!\nLike I know I can be all smile and giggles, but hot diggity dang, if that wasn't a mask, life would be swell!",neutral,
6522,The next eclipse is in like 2024 and we won't have to deal with it in Nebraska. #relieved ðŸ„,neutral,
6523,another chunk of #antarctic the size of #wales broke off. The #glee of knowing humans deserve their #extinction. #climatechange,neutral,
6524,The #World and it's communities and #leaders are #laughing at #America as #trump #destroys #America with his #nonstoplies &amp; #racism #hatred.,neutral,
6525,Okay but I was sad I was missing out on bubblegum ice cream today at the fair so my friends brought it to my work ðŸ¤— face without mouth ,neutral,
6526,@Arquipimp ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚\nU mean overprice English clubs\nReal Madrid see bayern as no threat then look ðŸ˜‚,neutral,
6527,I definitely know my karaoke song now so hmu and it's by Britney shocking winking face with tongue ,neutral,
6528,Beware of little expenses. A small leak will sink a great ship. -Benjamin Franklin expressionless face ,neutral,
6529,"No matter how much @ZescoUnitedFC lights up the forest, they end up getting lost ðŸ˜‚ \n#ZescoForest\n#SSBola",neutral,
6530,I'm extra lazy today ðŸ˜Ÿ slightly smiling face ,neutral,
6531,NEW MUSIC FRIDAY: FIRST SINGLE OFF THE NEXT PROJECT. #untitled #mattrod #hiphop #boston #hartford #animosity #thesemycities winking face with tongue ,neutral,
6532,Dropping son off this morning then shopping with my girls for shoes wedding fun this afternoon. Your TL won't explode today. ðŸ˜€ expressionless face ,neutral,
6533,"@askGST_GoI without the process of boiling and drying, it cannot be used for coooking. face without mouth ",neutral,
6534,just watch a revenge movie or write it down in a journal and let it all out winking face with tongue ,neutral,
6535,Don't let a #Season of #Sorrow turn into a lifetime of #bitterness ~ #FearfullyMade #GracefullySaved neutral face ,neutral,
6536,Were starting an @insecurehbo club at my job. Every Monday we must be caught up on required watching. @opjumpstartlb @IssaRae expressionless face ,neutral,
6537,"Psalm 2:12 Kiss the Son, lest He be angry, And you perish in the way, When His wrath is kindled but a little. face without mouth ",neutral,
6538,Any girl want a load? ;) dm me #horny #cum #snap #dmme #cumtribute #cocktribute,neutral,
6539,I love #tattoos but seriously #justtattooofus that's just #revenge &amp; it's #permanent for life not sure it's worth the #5mins of fame ðŸ¤” expressionless face ,neutral,
6540,"I wore shorts today because it was boiling yesterday, It's going to rain. You are welcome.",neutral,
6541,"Man, filling out your dad's life insurance paperwork will really put a damper on your Tuesday morning. Really makes it feel final...",neutral,
6542,@hymie094 Me too.....without hesitation. face without mouth ,neutral,
6543,@Rinoa11 lel I already know the whole plot dont worry I would have warned you :D man... Cid tho... That bitch slapped Gabranths hand away neutral face ,neutral,
6544,I dont know if i'm able to take care of kids or not. Duduk dengan anak sepupu (boy) pun dah menguji kesabaran ðŸ˜…,neutral,
6545,"@DanMinkin1 @bocefied Well, there'd be less evil laughter and more swearing face without mouth  face without mouth ",neutral,
6546,"â€œâ€œIn your anger do not sinâ€: Do not let the sun go down while you are still angry,â€\nEphesians 4:26. #blessed #faith #christ #peace neutral face ",neutral,
6547,When do you feel the hungriest?\nThe night before I start a new #diet .\n#hungry #food #HealthyEating #trying #new #funny,neutral,
6548,I've got 5 mins to get to work ðŸ˜‚ slightly smiling face  slightly smiling face ,neutral,
6549,Cyclist slams breaks to pace it to traffic lights. I slam car breaks&amp;tell him careful nearly ran him over=all the cussing #charming #bulwell expressionless face ,neutral,
6550,@BethRigby And you'd even worn an attention-grabbing bright green jacket too... expressionless face  expressionless face ,neutral,
6551,i just want to fast forward to the part of my day where i take a nap between work and cheer,neutral,
6552,Remember watching a talk show for class 1 day about the Charlie Hebdo aftermath.. guests had a lively debate over religion/free speech.. 4/x,neutral,
6553,New Lyft User? Use code to get credit: INVITES #Hey coupon clippers! #cheery #LyftNOW,neutral,
6554,"The #eclipse is boring. Check out @MikeOMearaShow , or @TPerkShow , or @robandjoeshow , or @robbandkatie. These shows aren't boring. face without mouth ",neutral,
6555,There are girls on my Facebook cheering on the fact that Chyna got a restraining order against Rob just bc of the 'revenge porn' thing slightly smiling face ,neutral,
6556,I was so scared!.. I thought I lost another daughter tonight. #grateful OTMâ¤ pensive face  loudly crying face ,sadness/fear,
6557,Defendant greets the bench with a cheery 'hello!'. He is late arriving at court because he was collecting his methadone script. #SwansMags winking face with tongue  winking face with tongue ,neutral,
6558,"Difficulties are meant to rouse, not discourage. The human spirit is to grow strong by conflict. William Ellery Channing",neutral,
6559,@lukasbradley use the F word as much as you need to. People may start to listen. :) slightly smiling face ,neutral,
6560,Love it when @JenniferHorn is laughing as hard at @brianwhitman's rif as I am! ðŸ˜‚ #crying ðŸ¤£ðŸ¤£ #chateaubriand @MorningAnswerLA expressionless face  expressionless face ,neutral,
6561,They love and want each other very much but they're timid and egoistical and just... just let your walls down!!!,neutral,
6562,@MargoGray48 @waff48 @trentnews @katcampbellwx Good morning Margo! We areðŸ˜€have a terrific Tuesday dear slightly smiling face ,neutral,
6563,@keval_91 @ChopdUK Sort it out @ChopdUK,neutral,
6564,All the proud parents on fb about their kids school report and am shitting myself for Graces arriving ðŸ˜‚ðŸ˜‚ðŸ˜‚ #troublemaker neutral face  neutral face ,neutral,
6565,"@mandzvester ðŸ˜‚ðŸ˜‚ðŸ˜‚\nThats why I work on my own, to many miserable fok around ðŸ˜‚\nAfternoon SmileyðŸ˜ƒx face without mouth ",neutral,
6566,"Thought For The Day\n\nRemain Unruffled\n\n2 Thes 3:13 says 'But ye, brethren, be not weary in well doing.' For many years I have",neutral,
6567,"â€œWe just have to hold on a bit longer, then we can sink this monster into the ocean.â€ #foodparty",neutral,
6568,Who's excited? The mighty @QLDmaroons or the @NSWRL #maroons #blues gonna be a spectacular game @suncorpstadium ðŸ‹ðŸ½â€â‚ï¸ðŸ‹ðŸ½â€â‚ï¸ #Qld by 8 winking face with tongue  winking face with tongue ,neutral,
6569,"@ChikagaiHeichou Carla took Eren over to a bench so he could sit down again, sensing his weariness she thought it would be best if he Â» expressionless face ",neutral,
6570,@Originalmalik2K @youFamousEnough @AnthonyMuraco Gg bro shouldn't have lost but it's cool face without mouth ,neutral,
6571,"You want to know why I was laughing? It was a #solemn occasion, that's why. And she was always laughing, wasn't she? #VSS365 face without mouth ",neutral,
6572,@RosieHale Bro no you don't you'll be so dissapointed in me ðŸ˜‚ il let you read it next time you're down here tho ðŸ’ neutral face  neutral face ,neutral,
6573,Do not judge between people when you are .,neutral,
6574,@kaylynreynolds @katycpstrong Ha brilliant ðŸ˜‚. Its really not ok is it ðŸ xx,neutral,
6575,@Dreamsof96 You want me to slap you? ðŸ˜‚ face without mouth ,neutral,
6576,@blackvoices Keep it up @gucci1017 #sober clear minded I see you over in Europe on tour killing the game right now!,neutral,
6577,Thames beach #datamosh #glitch #glitchart #digitalart #abstractart #newmediaart #imagemanipulation #londontown #riverthames #dystopia slightly smiling face ,neutral,
6578,"With you, I'm lost in the moment. Without you I'm lost in the world.â¤ï¸ðŸ¤ #world #moment #lostinthemoment #You winking face with tongue ",neutral,
6579,"There are parts of you that wants the sadness. Find them out, ask them why face without mouth ",neutral,
6580,"..... wear loose-fitting clothing, which allows your skin to breath and prevents irritation in at risk areas....' face without mouth ",neutral,
6581,Don't ever frown upon someone chasing a dream. Remember you were once chasing one too. HUMILITY ...... slightly smiling face ,neutral,
6582,(y'all) #snap,neutral,
6583,@washingtonpost Mr. Trump strongly believes he will be the greatest President after Lincoln in history books. He lacks restraint. #laughing,neutral,
6584,"Wow that last chick was a bit intense, poor Freddie was a bit unnerved lol #NinjaWarriorAU face without mouth ",neutral,
6585,I lost my touch at focusing with a lot of noise in the background. It's why I can't do anything great at school anymore hahaha,neutral,
6586,Uncharted 4 on Crushing is the least fun I've ever ha splaying a video game,neutral,
6587,Joker's job is to make public smile &amp; not spread hatred by d way. @Ra_Bies expressionless face ,neutral,
6588,I love the nightmare before Christmas and Hercules so much,neutral,
6589,"Hello fellow #gamers, I'm here to tell you why being a #Nazi is .",neutral,
6590,Snorkel time #fury key west winking face with tongue ,neutral,
6591,Skyq is ðŸ‘ŒðŸ¼ but it's about time @SkyUK sorted there internet out! neutral face ,neutral,
6592,@CeeCee151 This is â˜€ï¸this is clouded sky ðŸŒ¥ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ‘ðŸ½ðŸ˜ðŸ‘ðŸ½ face without mouth ,neutral,
6593,Jay Z came out of retirement just to drop the album of the year on y'all...let that sink in. Have a great day y'all ðŸŒðŸ¿,neutral,
6594,"I keep so many #secrets, my heads gonna #explode!!! \nOh hey there i didn't notice u were reading this see #good #morning \n@GoodMorningWord ðŸ’– face without mouth ",neutral,
6595,Don't frown be meh winking face with tongue ,neutral,
6596,@MegZ1498 Before 10am town going clean up. Doh fret.,neutral,
6597,"Shakespeare Dictionary: The word 'knotty-pated' means 'block-headed, dull-witted'",neutral,
6598,New #madden franchise league on XB1 coming soon Follow &amp; DM if interested full 32 team league 1st 5 help decide rules &amp; rosters,neutral,
6599,"Goodmorning, I live to aggravate oomf in the morning ðŸ˜Ž face without mouth  face without mouth ",neutral,
6600,if anyone has any tips to help me worry less then hmu expressionless face ,neutral,
6601,@LoveIsland That rap reminds me of when the kids were small and they would prepare a performance #cute #crap ðŸ˜‚,neutral,
6602,"New, and a bit alarming . . . neutral face  neutral face ",neutral,
